,Unnamed: 0,long_name,short_name,chapter,verse,text,title,sorting_order,native_language,bible_version,sentiment,subjectivity,common_name,ner_person,ner_place,person
98497,571,Genesis,Gen,22,24,"And his concubine, whose name was Reumah, she bare also Tebah, and Gaham, and Thahash, and Maachah.",,,English,KJV_1769,Positive,"('Objective', 0.1)",Genesis,['Gaham'],"['Tebah', 'Thahash']","['Tebah', 'Thahash']"
98499,573,Genesis,Gen,23,2,"And Sarah died in Kirjatharba; the same is Hebron in the land of Canaan: and Abraham came to mourn for Sarah, and to weep for her.",,,English,KJV_1769,Neutral,"('Objective', 0.125)",Genesis,"['Sarah', 'Abraham', 'Sarah']","['Kirjatharba', 'Hebron', 'Canaan']","['Kirjatharba', 'Hebron', 'Canaan']"
98503,577,Genesis,Gen,23,6,"Hear us, my lord: thou art a mighty prince among us: in the choice of our sepulchres bury thy dead; none of us shall withhold from thee his sepulchre, but that thou mayest bury thy dead.",,,English,KJV_1769,Neutral,"('Subjective', 0.5666666666666668)",Genesis,[],"['sepulchre', 'thou']","['sepulchre', 'thou']"
98505,579,Genesis,Gen,23,8,"And he communed with them, saying, If it be your mind that I should bury my dead out of my sight; hear me, and intreat for me to Ephron the son of Zohar,",,,English,KJV_1769,Negative,"('Objective', 0.4)",Genesis,[],['Zohar'],['Zohar']
98506,580,Genesis,Gen,23,9,"That he may give me the cave of Machpelah, which he hath, which is in the end of his field; for as much money as it is worth he shall give it me for a possession of a buryingplace amongst you.",,,English,KJV_1769,Positive,"('Objective', 0.15000000000000002)",Genesis,[],['Machpelah'],['Machpelah']
98514,588,Genesis,Gen,23,17,"And the field of Ephron, which was in Machpelah, which was before Mamre, the field, and the cave which was therein, and all the trees that were in the field, that were in all the borders round about, were made sure",,,English,KJV_1769,Positive,"('Subjective', 0.6444444444444444)",Genesis,[],"['Machpelah', 'Mamre']","['Machpelah', 'Mamre']"
98516,590,Genesis,Gen,23,19,"And after this, Abraham buried Sarah his wife in the cave of the field of Machpelah before Mamre: the same is Hebron in the land of Canaan.",,,English,KJV_1769,Neutral,"('Objective', 0.125)",Genesis,"['Abraham', 'Sarah']","['Machpelah', 'Hebron', 'Canaan']","['Machpelah', 'Hebron', 'Canaan']"
98527,601,Genesis,Gen,24,10,"And the servant took ten camels of the camels of his master, and departed; for all the goods of his master were in his hand: and he arose, and went to Mesopotamia, unto the city of Nahor.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,[],"['Mesopotamia', 'Nahor']","['Mesopotamia', 'Nahor']"
98532,606,Genesis,Gen,24,15,"And it came to pass, before he had done speaking, that, behold, Rebekah came out, who was born to Bethuel, son of Milcah, the wife of Nahor, Abraham's brother, with her pitcher upon her shoulder.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,['Abraham'],"['Milcah', 'Nahor']","['Milcah', 'Nahor']"
98541,615,Genesis,Gen,24,24,"And she said unto him, I am the daughter of Bethuel the son of Milcah, which she bare unto Nahor.",,,English,KJV_1769,Positive,"('Objective', 0.1)",Genesis,[],"['Milcah', 'Nahor']","['Milcah', 'Nahor']"
98550,624,Genesis,Gen,24,33,"And there was set meat before him to eat: but he said, I will not eat, until I have told mine errand. And he said, Speak on.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,[],['Speak'],['Speak']
98564,638,Genesis,Gen,24,47,"And I asked her, and said, Whose daughter art thou? And she said, The daughter of Bethuel, Nahor's son, whom Milcah bare unto him: and I put the earring upon her face, and the bracelets upon her hands.",,,English,KJV_1769,Positive,"('Objective', 0.1)",Genesis,['Milcah'],"['Bethuel', 'Nahor']","['Bethuel', 'Nahor']"
98586,660,Genesis,Gen,25,2,"And she bare him Zimran, and Jokshan, and Medan, and Midian, and Ishbak, and Shuah.",,,English,KJV_1769,Positive,"('Objective', 0.1)",Genesis,[],"['Jokshan', 'Medan']","['Jokshan', 'Medan']"
98587,661,Genesis,Gen,25,3,"And Jokshan begat Sheba, and Dedan. And the sons of Dedan were Asshurim, and Letushim, and Leummim.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,[],"['Jokshan', 'Sheba', 'Dedan', 'Dedan']","['Jokshan', 'Sheba', 'Dedan', 'Dedan']"
98588,662,Genesis,Gen,25,4,"And the sons of Midian; Ephah, and Epher, and Hanoch, and Abida, and Eldaah. All these were the children of Keturah.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,"['Ephah', 'Epher', 'Keturah']",['Eldaah'],['Eldaah']
98593,667,Genesis,Gen,25,9,"And his sons Isaac and Ishmael buried him in the cave of Machpelah, in the field of Ephron the son of Zohar the Hittite, which is before Mamre;",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,"['Isaac', 'Ishmael', 'Machpelah']",['Mamre'],['Mamre']
98596,670,Genesis,Gen,25,12,"Now these are the generations of Ishmael, Abraham's son, whom Hagar the Egyptian, Sarah's handmaid, bare unto Abraham:",,,English,KJV_1769,Positive,"('Objective', 0.1)",Genesis,"['Abraham', 'Hagar', 'Sarah', 'Abraham']",['Ishmael'],['Ishmael']
98597,671,Genesis,Gen,25,13,"And these are the names of the sons of Ishmael, by their names, according to their generations: the firstborn of Ishmael, Nebajoth; and Kedar, and Adbeel, and Mibsam,",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,"['Kedar', 'Mibsam']","['Ishmael', 'Ishmael']","['Ishmael', 'Ishmael']"
98599,673,Genesis,Gen,25,15,"Hadar, and Tema, Jetur, Naphish, and Kedemah:",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,['Tema'],['Jetur'],['Jetur']
98600,674,Genesis,Gen,25,16,"These are the sons of Ishmael, and these are their names, by their towns, and by their castles; twelve princes according to their nations.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,[],['Ishmael'],['Ishmael']
98601,675,Genesis,Gen,25,17,"And these are the years of the life of Ishmael, an hundred and thirty and seven years: and he gave up the ghost and died; and was gathered unto his people.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,[],['Ishmael'],['Ishmael']
98602,676,Genesis,Gen,25,18,"And they dwelt from Havilah unto Shur, that is before Egypt, as thou goest toward Assyria: and he died in the presence of all his brethren.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,"['Shur', 'thou goest']","['Egypt', 'Assyria']","['Egypt', 'Assyria']"
98620,694,Genesis,Gen,26,2,"And the LORD appeared unto him, and said, Go not down into Egypt; dwell in the land which I shall tell thee of:",,,English,KJV_1769,Positive,"('Objective', 0.2888888888888889)",Genesis,[],['Egypt'],['Egypt']
98639,713,Genesis,Gen,26,21,"And they digged another well, and strove for that also: and he called the name of it Sitnah.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,[],['Sitnah'],['Sitnah']
98641,715,Genesis,Gen,26,23,And he went up from thence to Beersheba.,,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,[],['Beersheba'],['Beersheba']
98675,749,Genesis,Gen,27,22,"And Jacob went near unto Isaac his father; and he felt him, and said, The voice is Jacob's voice, but the hands are the hands of Esau.",,,English,KJV_1769,Positive,"('Objective', 0.4)",Genesis,"['Jacob', 'Isaac', 'Jacob']",['Esau'],['Esau']
98696,770,Genesis,Gen,27,43,"Now therefore, my son, obey my voice; and arise, flee thou to Laban my brother to Haran;",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,[],['Haran'],['Haran']
98700,774,Genesis,Gen,28,1,"And Isaac called Jacob, and blessed him, and charged him, and said unto him, Thou shalt not take a wife of the daughters of Canaan.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,"['Isaac', 'Jacob', 'Thou']",['Canaan'],['Canaan']
98701,775,Genesis,Gen,28,2,"Arise, go to Padanaram, to the house of Bethuel thy mother's father; and take thee a wife from thence of the daughters of Laban thy mother's brother.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,['Padanaram'],['Bethuel'],['Bethuel']
98705,779,Genesis,Gen,28,6,"When Esau saw that Isaac had blessed Jacob, and sent him away to Padanaram, to take him a wife from thence; and that as he blessed him he gave him a charge, saying, Thou shalt not take a wife of the daughters of Canaan;",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,"['Isaac', 'Jacob', 'Padanaram', 'Thou']",['Canaan'],['Canaan']
98707,781,Genesis,Gen,28,8,And Esau seeing that the daughters of Canaan pleased not Isaac his father;,,,English,KJV_1769,Positive,"('Subjective', 1.0)",Genesis,['Isaac'],['Canaan'],['Canaan']
98708,782,Genesis,Gen,28,9,"Then went Esau unto Ishmael, and took unto the wives which he had Mahalath the daughter of Ishmael Abraham's son, the sister of Nebajoth, to be his wife.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,"['Mahalath', ""Ishmael Abraham's""]",['Ishmael'],['Ishmael']
98709,783,Genesis,Gen,28,10,"And Jacob went out from Beersheba, and went toward Haran.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,['Jacob'],"['Beersheba', 'Haran']","['Beersheba', 'Haran']"
98725,799,Genesis,Gen,29,4,"And Jacob said unto them, My brethren, whence be ye? And they said, Of Haran are we.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,['Jacob'],['Haran'],['Haran']
98726,800,Genesis,Gen,29,5,"And he said unto them, Know ye Laban the son of Nahor? And they said, We know him.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,[],['Nahor'],['Nahor']
98785,859,Genesis,Gen,30,29,"And he said unto him, Thou knowest how I have served thee, and how thy cattle was with me.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,[],['Thou'],['Thou']
98817,891,Genesis,Gen,31,18,"And he carried away all his cattle, and all his goods which he had gotten, the cattle of his getting, which he had gotten in Padanaram, for to go to Isaac his father in the land of Canaan.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,['Isaac'],['Canaan'],['Canaan']
98852,926,Genesis,Gen,31,53,"The God of Abraham, and the God of Nahor, the God of their father, judge betwixt us. And Jacob sware by the fear of his father Isaac.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,"['Abraham', 'Jacob', 'Isaac']",['Nahor'],['Nahor']
98857,931,Genesis,Gen,32,3,"And Jacob sent messengers before him to Esau his brother unto the land of Seir, the country of Edom.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,['Jacob'],['Edom'],['Edom']
98864,938,Genesis,Gen,32,10,"I am not worthy of the least of all the mercies, and of all the truth, which thou hast shewed unto thy servant; for with my staff I passed over this Jordan; and now I am become two bands.",,,English,KJV_1769,Negative,"('Subjective', 0.7)",Genesis,[],['Jordan'],['Jordan']
98882,956,Genesis,Gen,32,28,"And he said, Thy name shall be called no more Jacob, but Israel: for as a prince hast thou power with God and with men, and hast prevailed.",,,English,KJV_1769,Negative,"('Uncertain', 0.5)",Genesis,"['Thy', 'Jacob']",['Israel'],['Israel']
98886,960,Genesis,Gen,32,32,"Therefore the children of Israel eat not of the sinew which shrank, which is upon the hollow of the thigh, unto this day: because he touched the hollow of Jacob's thigh in the sinew that shrank.",,,English,KJV_1769,Negative,"('Objective', 0.05)",Genesis,['Jacob'],['Israel'],['Israel']
98904,978,Genesis,Gen,33,18,"And Jacob came to Shalem, a city of Shechem, which is in the land of Canaan, when he came from Padanaram; and pitched his tent before the city.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,['Jacob'],"['Shalem', 'Shechem', 'Canaan']","['Shalem', 'Shechem', 'Canaan']"
98905,979,Genesis,Gen,33,19,"And he bought a parcel of a field, where he had spread his tent, at the hand of the children of Hamor, Shechem's father, for an hundred pieces of money.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,[],['Hamor'],['Hamor']
98913,987,Genesis,Gen,34,7,"And the sons of Jacob came out of the field when they heard it: and the men were grieved, and they were very wroth, because he had wrought folly in Israel in lying with Jacob's daughter; which thing ought not to be done.",,,English,KJV_1769,Positive,"('Objective', 0.3)",Genesis,"['Jacob', 'Jacob']",['Israel'],['Israel']
98931,1005,Genesis,Gen,34,25,"And it came to pass on the third day, when they were sore, that two of the sons of Jacob, Simeon and Levi, Dinah's brethren, took each man his sword, and came upon the city boldly, and slew all the males.",,,English,KJV_1769,Positive,"('Objective', 0.3333333333333333)",Genesis,"['Jacob, Simeon']",['Levi'],['Levi']
98936,1010,Genesis,Gen,34,30,"And Jacob said to Simeon and Levi, Ye have troubled me to make me to stink among the inhabitants of the land, among the Canaanites and the Perizzites: and I being few in number, they shall gather themselves together against me, and slay me; and I shall be destroyed, I and my house.",,,English,KJV_1769,Negative,"('Subjective', 0.55)",Genesis,['Jacob'],"['Simeon', 'Levi']","['Simeon', 'Levi']"
98943,1017,Genesis,Gen,35,6,"So Jacob came to Luz, which is in the land of Canaan, that is, Bethel, he and all the people that were with him.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,"['Jacob', 'Bethel']","['Luz', 'Canaan']","['Luz', 'Canaan']"
98947,1021,Genesis,Gen,35,10,"And God said unto him, Thy name is Jacob: thy name shall not be called any more Jacob, but Israel shall be thy name: and he called his name Israel.",,,English,KJV_1769,Positive,"('Uncertain', 0.5)",Genesis,"['Jacob', 'Jacob']","['Israel', 'Israel']","['Israel', 'Israel']"
98956,1030,Genesis,Gen,35,19,"And Rachel died, and was buried in the way to Ephrath, which is Bethlehem.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,['Rachel'],['Ephrath'],['Ephrath']
98958,1032,Genesis,Gen,35,21,"And Israel journeyed, and spread his tent beyond the tower of Edar.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,[],['Israel'],['Israel']
98959,1033,Genesis,Gen,35,22,"And it came to pass, when Israel dwelt in that land, that Reuben went and lay with Bilhah his father's concubine: and Israel heard it. Now the sons of Jacob were twelve:",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,"['Reuben', 'Bilhah', 'Jacob']","['Israel', 'Israel']","['Israel', 'Israel']"
98960,1034,Genesis,Gen,35,23,"The sons of Leah; Reuben, Jacob's firstborn, and Simeon, and Levi, and Judah, and Issachar, and Zebulun:",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,"['Reuben', 'Jacob', 'Levi', 'Zebulun']",['Judah'],['Judah']
98964,1038,Genesis,Gen,35,27,"And Jacob came unto Isaac his father unto Mamre, unto the city of Arbah, which is Hebron, where Abraham and Isaac sojourned.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,"['Jacob', 'Isaac', 'Abraham', 'Isaac']","['Arbah', 'Hebron']","['Arbah', 'Hebron']"
98967,1041,Genesis,Gen,36,1,"Now these are the generations of Esau, who is Edom.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,[],['Edom'],['Edom']
98968,1042,Genesis,Gen,36,2,"Esau took his wives of the daughters of Canaan; Adah the daughter of Elon the Hittite, and Aholibamah the daughter of Anah the daughter of Zibeon the Hivite;",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,[],"['Canaan', 'Adah', 'Aholibamah']","['Canaan', 'Adah', 'Aholibamah']"
98970,1044,Genesis,Gen,36,4,And Adah bare to Esau Eliphaz; and Bashemath bare Reuel;,,,English,KJV_1769,Positive,"('Objective', 0.1)",Genesis,"['Bashemath', 'Reuel']",['Adah'],['Adah']
98971,1045,Genesis,Gen,36,5,"And Aholibamah bare Jeush, and Jaalam, and Korah: these are the sons of Esau, which were born unto him in the land of Canaan.",,,English,KJV_1769,Positive,"('Objective', 0.1)",Genesis,"['Jeush', 'Korah']","['Jaalam', 'Canaan']","['Jaalam', 'Canaan']"
98972,1046,Genesis,Gen,36,6,"And Esau took his wives, and his sons, and his daughters, and all the persons of his house, and his cattle, and all his beasts, and all his substance, which he had got in the land of Canaan; and went into the country from the face of his brother Jacob.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,['Jacob'],['Canaan'],['Canaan']
98976,1050,Genesis,Gen,36,10,"These are the names of Esau's sons; Eliphaz the son of Adah the wife of Esau, Reuel the son of Bashemath the wife of Esau.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,['Bashemath'],"['Adah', 'Esau']","['Adah', 'Esau']"
98977,1051,Genesis,Gen,36,11,"And the sons of Eliphaz were Teman, Omar, Zepho, and Gatam, and Kenaz.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,"['Omar, Zepho', 'Gatam']",['Kenaz'],['Kenaz']
98979,1053,Genesis,Gen,36,13,"And these are the sons of Reuel; Nahath, and Zerah, Shammah, and Mizzah: these were the sons of Bashemath Esau's wife.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,['Mizzah'],['Reuel'],['Reuel']
98980,1054,Genesis,Gen,36,14,"And these were the sons of Aholibamah, the daughter of Anah the daughter of Zibeon, Esau's wife: and she bare to Esau Jeush, and Jaalam, and Korah.",,,English,KJV_1769,Positive,"('Objective', 0.1)",Genesis,"['Esau Jeush', 'Korah']","['Aholibamah', 'Zibeon', 'Jaalam']","['Aholibamah', 'Zibeon', 'Jaalam']"
98982,1056,Genesis,Gen,36,16,"Duke Korah, duke Gatam, and duke Amalek: these are the dukes that came of Eliphaz in the land of Edom; these were the sons of Adah.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",Genesis,"['Duke Korah', 'Gatam', 'Amalek']","['Edom', 'Adah']","['Edom', 'Adah']"
